"plot_id","group_id","species","dbh_class_index","basal_cm2"
"1167_3",cornus_foemina_subsp._racemosa_1167_3,Cornus foemina subsp. racemosa,1,0.196300000000000000000000
"1002_2","1002_2nd",Ulmus americana,1,0.196300000000000000000000
"1113_3",standing_dead_1113_3,Standing dead,4,44.1800000000000000000000
"1177_1","1177_1st",Robinia pseudoacacia,6,962.000000000000000000000
"3500_1","3500_1st",Acer rubrum,2,12.02500000000000000000000
"1110_3",quercus_rubra_1110_3,Quercus rubra,5,122.700000000000000000000
"3417_1","3417_1st",Prunus serotina,2,2.40500000000000000000000
"1197_3",standing_dead_1197_3,Standing dead,2,26.45500000000000000000000
"1182_1","1182_1st",Standing dead,5,122.700000000000000000000
"1348_1","1348_1st",Liriodendron tulipifera,10,1104.00000000000000000000
"1162_1","1162_1st",Standing dead,12,1365.72101235019
"1355_2",carya_cordiformis_1355_2,Carya cordiformis,6,240.500000000000000000000
VIBI76_1,prunus_serotina_VIBI76_1,Prunus serotina,11,1893.4457463002
VIBI043_1,VIBI043_1st,Fagus grandifolia,6,962.000000000000000000000
"1119_3",fraxinus_pennsylvanica_1119_3,Fraxinus pennsylvanica,2,12.0250000000000000000
Large-083_1,standing_dead_Large-083_1,Standing dead,6,962.000000000000000000000
"1208_2",standing_dead_1208_2,Standing dead,10,1104.00000000000000000000
"1298_2",prunus_serotina_1298_2,Prunus serotina,6,240.500000000000000000000
bonnie_park_wet_woods_1,standing_dead_bonnie_park_wet_woods_1,Standing dead,7,795.200000000000000000000
"1216_1","1216_1st",Vitis sp.,3,11.0400000000000000000000
"3444_3",fagus_grandifolia_3444_3,Fagus grandifolia,8,594.00000000000000000000
"1008_3",standing_dead_1008_3,Standing dead,7,795.200000000000000000000
"1324_2",standing_dead_1324_2,Standing dead,4,44.1800000000000000000000
"4235A_12",acer_nigrum_4235A_12,Acer nigrum,2,7.21500000000000000000000
VIBI74_1,acer_rubrum_VIBI74_1,Acer rubrum,7,1192.800000000000000000000
"1126a_3",quercus_palustris_1126a_3,Quercus palustris,8,594.00000000000000000000
"1124_3",pinus_nigra_1124_3,Pinus nigra,11,1832.24752140827
"1117_2",acer_saccharum_1117_2,Acer saccharum,4,839.420000000000000000
"1190_2",acer_negundo_1190_2,Acer negundo,7,795.200000000000000000000
"1128_3",acer_saccharum_1128_3,Acer saccharum,7,397.600000000000000000000
"1252_1","1252_1st",Acer saccharum,2,4.8100000000000000000
"1266_3",ulmus_americana_1266_3,Ulmus americana,7,795.200000000000000000000
"1003_2","1003_2nd",Carya cordiformis,2,2.40500000000000000000000
"1021_3",ulmus_rubra_1021_3,Ulmus rubra,4,44.1800000000000000000000
"1135_1","1135_1st",Acer rubrum,4,618.5200000000000000000000
"1058_3",acer_saccharinum_1058_3,Acer saccharinum,5,122.700000000000000000000
"1116_2",rosa_multiflora_1116_2,Rosa multiflora,1,0.196300000000000000000000
"3484_2","3484_2nd",Standing dead,11,1352.65198691126
VIBI71_1,fagus_grandifolia_VIBI71_1,Fagus grandifolia,5,245.40000000000000000
"1113_3",hamamelis_virginiana_1113_3,Hamamelis virginiana,3,11.0400000000000000000000
"1061_1","1061_1st",Fagus grandifolia,4,662.7000000000000000000000
"1264_2",fagus_grandifolia_1264_2,Fagus grandifolia,2,161.1350000000000000000
"3365_2","3365_2nd",Acer saccharum,1,0.588900000000000000000000
"1128_1","1128_1st",Prunus serotina,1,0.392600000000000000000000
"1010_2","1010_2nd",Prunus serotina,5,368.100000000000000000000
X-Large-28_1,ulmus_americana_X-Large-28_1,Ulmus americana,4,132.5400000000000000000000
"1064_2","1064_2nd",Fagus grandifolia,2,19.24000000000000000000000
"1306_2",acer_saccharinum_1306_2,Acer saccharinum,12,1932.20514566387
"1162_2",standing_dead_1162_2,Standing dead,7,795.200000000000000000000
"1354_2",lonicera_morrowii_1354_2,Lonicera morrowii,0,17.86330000000000000000
"1089_2","1089_2nd",Acer rubrum,3,11.0400000000000000000000
"1081_1","1081_1st",Standing dead,3,99.3600000000000000000000
"1124_2",juglans_nigra_1124_2,Juglans nigra,9,830.00000000000000000000
"1274_1","1274_1st",Acer rubrum,9,830.00000000000000000000
LtoL-036_1,acer_rubrum_LtoL-036_1,Acer rubrum,6,481.00000000000000000
"1291_2",standing_dead_1291_2,Standing dead,2,12.02500000000000000000000
"1291_1","1291_1st",Quercus muehlenbergii,8,1782.00000000000000000000
"1219_1","1219_1st",Acer saccharum,5,122.700000000000000000000
"1195_3",acer_rubrum_1195_3,Acer rubrum,7,397.600000000000000000000
Large-036_1,ulmus_americana_Large-036_1,Ulmus americana,5,490.800000000000000000000
VIBI014_1,VIBI014_1st,Vitis sp.,3,22.080000000000000000
VIBI72_1,acer_saccharum_VIBI72_1,Acer saccharum,2,21.64500000000000000000000
Large-116_1,standing_dead_Large-116_1,Standing dead,4,795.2400000000000000000000
"1210_3",berberis_thunbergii_1210_3,Berberis thunbergii,0,0.785200000000000000000000
"1146_3",standing_dead_1146_3,Standing dead,2,12.02500000000000000000000
"1028_2","1028_2nd",Acer saccharum,6,1443.000000000000000000000
"1299_2",vitis_riparia_1299_2,Vitis riparia,3,22.080000000000000000
"1215_3",carya_cordiformis_1215_3,Carya cordiformis,7,397.600000000000000000000
"1348_2",prunus_serotina_1348_2,Prunus serotina,11,3206.94563476609
"1080_1","1080_1st",Quercus rubra,9,830.00000000000000000000
"1155_3",standing_dead_1155_3,Standing dead,5,122.700000000000000000000
"1394_1","1394_1st",Platanus occidentalis,11,1633.12552504212
VIBI011_1,VIBI011_1st,Fraxinus americana,2,2.40500000000000000000000
"1232_3",standing_dead_1232_3,Standing dead,9,830.00000000000000000000
"1047_2","1047_2nd",Acer rubrum,2,4.81000000000000000000000
"1149_3",prunus_serotina_1149_3,Prunus serotina,5,122.700000000000000000000
"3398_1","3398_1st",Acer saccharum,5,490.800000000000000000000
Large-016_1,fraxinus_pennsylvanica_Large-016_1,Fraxinus pennsylvanica,4,88.3600000000000000000000
"1387_1","1387_1st",Fraxinus pennsylvanica,2,2.40500000000000000000000
"3374_3",parthenocissus_quinquefolia_3374_3,Parthenocissus quinquefolia,1,0.196300000000000000000000
"1248_3",standing_dead_1248_3,Standing dead,4,441.8000000000000000000000
"1274_1","1274_1st",Fraxinus sp.,3,11.0400000000000000000000
"1068_2","1068_2nd",Acer saccharum,6,481.000000000000000000000
Large-016_1,standing_dead_Large-016_1,Standing dead,1,0.588900000000000000000000
"1189_3",fraxinus_pennsylvanica_1189_3,Fraxinus pennsylvanica,4,44.1800000000000000000000
LtoL-003_1,viburnum_recognitum_LtoL-003_1,Viburnum recognitum,2,4.8100000000000000000
"1274_2",liriodendron_tulipifera_1274_2,Liriodendron tulipifera,4,44.1800000000000000000000
VIBI015 (1294)_1,VIBI015 (1294)_1st,Quercus rubra,11,2384.47667805629
"1231_3",standing_dead_1231_3,Standing dead,4,44.1800000000000000000000
"1114_2",quercus_bicolor_1114_2,Quercus bicolor,12,2932.05627757699
"1231_3",acer_rubrum_1231_3,Acer rubrum,4,309.2600000000000000000000
VIBI90_1,liriodendron_tulipifera_VIBI90_1,Liriodendron tulipifera,4,44.1800000000000000000000
"1371_1","1371_1st",Prunus serotina,3,22.080000000000000000
Weintraub_2019_1_1,standing_dead_Weintraub_2019_1_1,Standing dead,4,751.0600000000000000000000
"3483_1","3483_1st",Ulmus rubra,4,176.7200000000000000000000
"1375_1","1375_1st",Acer saccharum,8,1782.00000000000000000000
VIBI041_1,VIBI041_1st,Quercus coccinea,11,10804.80107367503
"3370_1","3370_1st",Ostrya virginiana,1,0.196300000000000000000000
"1129_1","1129_1st",Ostrya virginiana,2,4.81000000000000000000000
"1241_2",cornus_amomum_1241_2,Cornus amomum,2,26.45500000000000000000000
"3397_2",carya_glabra_3397_2,Carya glabra,6,240.500000000000000000000
"1019_2","1019_2nd",Fagus grandifolia,3,22.080000000000000000
"3418_1","3418_1st",Liriodendron tulipifera,7,795.200000000000000000000
"1319_1","1319_1st",Quercus alba,12,2733.97100678652
"3395_1","3395_1st",Fraxinus sp.,4,88.3600000000000000000000
"1082_1","1082_1st",Liriodendron tulipifera,11,1385.4423602331
"1217_3",nyssa_sylvatica_1217_3,Nyssa sylvatica,3,11.0400000000000000000000
"1236_1","1236_1st",Acer saccharum,7,397.600000000000000000000
SC295CCGrant_2,acer_rubrum_SC295CCGrant_2,Acer rubrum,7,795.200000000000000000000
"1377_2",liriodendron_tulipifera_1377_2,Liriodendron tulipifera,1,0.58890000000000000000
BeBurn02_2,acer_saccharum_BeBurn02_2,Acer saccharum,6,240.500000000000000000000
"1087_3",standing_dead_1087_3,Standing dead,11,4152.59643942316
"1021_2","1021_2nd",Acer saccharum,3,66.2400000000000000000000
"1070_1","1070_1st",Carpinus caroliniana,3,33.1200000000000000000000
"1168_3",ligustrum_vulgare_1168_3,Ligustrum vulgare,0,1.96300000000000000000
"2557_1",prunus_serotina_2557_1,Prunus serotina,5,245.40000000000000000
"1261_1","1261_1st",Standing dead,5,122.700000000000000000000
"1241_1","1241_1st",Cornus racemosa,0,4.318600000000000000000000
"1233_3",carya_cordiformis_1233_3,Carya cordiformis,5,245.40000000000000000
"1281_3",rosa_multiflora_1281_3,Rosa multiflora,0,0.98150000000000000000
"1029_3",salix_fragilis_1029_3,Salix fragilis,11,5823.46034621652
"1157_2",acer_rubrum_1157_2,Acer rubrum,2,2.40500000000000000000000
"1195_3",standing_dead_1195_3,Standing dead,2,43.29000000000000000000000
"1069_1","1069_1st",Standing dead,6,240.500000000000000000000
Large-114_1,acer_rubrum_Large-114_1,Acer rubrum,7,1192.800000000000000000000
"1329_1","1329_1st",Ulmus americana,5,122.700000000000000000000
"1220_2",fraxinus_pennsylvanica_1220_2,Fraxinus pennsylvanica,1,0.196300000000000000000000
"1006_3",quercus_palustris_1006_3,Quercus palustris,11,16226.34176375455
"3418_2",acer_saccharum_3418_2,Acer saccharum,5,490.800000000000000000000
"1022_1","1022_1st",Fagus grandifolia,4,44.1800000000000000000000
,,Acer negundo,11,28369.05290081388
"1155_1","1155_1st",Ostrya virginiana,4,44.1800000000000000000000
"1145_1","1145_1st",Lindera benzoin,0,1.374100000000000000000000
"1365_2",crataegus_sp.2_1365_2,Crataegus sp.,4,1016.1400000000000000000000
"1215_2",ulmus_americana_1215_2,Ulmus americana,5,122.700000000000000000000
"1257_2",standing_dead_1257_2,Standing dead,1,0.196300000000000000000000
"1005_3",rosa_multiflora_1005_3,Rosa multiflora,0,1.37410000000000000000
WCWoodlot2019_1,quercus_coccinea_WCWoodlot2019_1,Quercus coccinea,11,2332.82889483127
"1135a_3",pinus_strobus_1135a_3,Pinus strobus,9,2490.00000000000000000000
"1272_2",acer_rubrum_1272_2,Acer rubrum,11,10602.75739614104
"1236_1","1236_1st",Acer saccharum,4,220.900000000000000000
"1387_2",acer_saccharum_1387_2,Acer saccharum,10,1104.00000000000000000000
"1211_1","1211_1st",Standing dead,1,0.39260000000000000000
"3452_1","3452_1st",Prunus serotina,1,0.981500000000000000000000
"1076_2","1076_2nd",Fagus grandifolia,4,44.1800000000000000000000
"1086_1","1086_1st",Fraxinus americana,3,11.0400000000000000000000
"3398_1","3398_1st",Fagus grandifolia,4,309.2600000000000000000000
"1126A_2",tilia_americana_1126A_2,Tilia americana,8,1782.00000000000000000000
"1329_1","1329_1st",Acer nigrum,8,1188.00000000000000000000
"1116_3",cornus_foemina_subsp._racemosa_1116_3,Cornus foemina subsp. racemosa,3,55.200000000000000000
Large-046_1,fagus_grandifolia_Large-046_1,Fagus grandifolia,4,1502.1200000000000000000000
"1385_1","1385_1st",Fraxinus americana,3,11.0400000000000000000000
"1288_2",vitis_aestivalis_1288_2,Vitis aestivalis,2,7.2150000000000000000
"1054_3",acer_negundo_1054_3,Acer negundo,7,795.200000000000000000000
X-Large-21_1,toxicodendron_radicans_X-Large-21_1,Toxicodendron radicans,3,11.0400000000000000000000
"1129_1","1129_1st",Acer saccharum,6,481.000000000000000000000
"1126_2",acer_rubrum_1126_2,Acer rubrum,8,594.00000000000000000000
LtoL-005_2,toxicodendron_radicans_LtoL-005_2,Toxicodendron radicans,0,0.39260000000000000000
Large-052_1,platanus_occidentalis_Large-052_1,Platanus occidentalis,3,22.080000000000000000
"1159_1","1159_1st",Acer saccharum,4,88.3600000000000000000000
Exclosure20Be_inside_spring2019_2,standing_dead_Exclosure20Be_inside_spring2019_2,Standing dead,8,594.00000000000000000000
"1028_1","1028_1st",Standing dead,2,14.43000000000000000000000
"1400_1","1400_1st",Acer rubrum,11,5454.03261209926
"1009_2","1009_2nd",Fraxinus pennsylvanica,4,88.360000000000000000
"1136_3",quercus_alba_1136_3,Quercus alba,11,4244.32309092634
"1122_1","1122_1st",Standing dead,1,0.196300000000000000000000
"1366_1","1366_1st",Ligustrum vulgare,0,0.392600000000000000000000
"1028_3",carya_ovata_1028_3,Carya ovata,7,1192.800000000000000000000
"1288_1","1288_1st",Pinus nigra,9,9960.00000000000000000000
VIBI007_1,VIBI007_1st,Standing dead,10,1104.00000000000000000000
"4235A_12",standing_dead_4235A_12,Standing dead,3,11.0400000000000000000000
"1287_3",acer_rubrum_1287_3,Acer rubrum,6,240.500000000000000000000
"3402_2",viburnum_dentatum_3402_2,Viburnum dentatum,1,0.196300000000000000000000
"1324_2",lonicera_maackii_1324_2,Lonicera maackii,0,6.281600000000000000000000
"1380_1","1380_1st",Lindera benzoin,2,19.24000000000000000000000
"1047_3",vitis_aestivalis_1047_3,Vitis aestivalis,4,44.1800000000000000000000
"1318_1","1318_1st",Acer negundo,8,1782.00000000000000000000
"1025_3",berberis_thunbergii_1025_3,Berberis thunbergii,0,0.196300000000000000000000
"1283_1","1283_1st",Acer rubrum,11,4238.36191886616
"1299_2",prunus_serotina_1299_2,Prunus serotina,7,795.200000000000000000000
"1197_3",standing_dead_1197_3,Standing dead,3,66.2400000000000000000000
"1057_3",berberis_thunbergii_1057_3,Berberis thunbergii,0,1.374100000000000000000000
"1187_2",standing_dead_1187_2,Standing dead,7,795.200000000000000000000
VIBI001_1,VIBI001_1st,Quercus rubra,7,397.600000000000000000000
"1105_2",standing_dead_1105_2,Standing dead,8,594.00000000000000000000
"1191_1","1191_1st",Ostrya virginiana,4,44.1800000000000000000000
X-Large-28_1,standing_dead_X-Large-28_1,Standing dead,4,971.960000000000000000
"1146_2",tilia_americana_1146_2,Tilia americana,7,795.20000000000000000
"1267_2",nyssa_sylvatica_1267_2,Nyssa sylvatica,6,240.500000000000000000000
"1135_3",pinus_strobus_1135_3,Pinus strobus,13,1676.38525588205
"1218_2",standing_dead_1218_2,Standing dead,3,22.0800000000000000000000
"1210_2",fagus_grandifolia_1210_2,Fagus grandifolia,1,0.196300000000000000000000
"1124_3",pinus_strobus_1124_3,Pinus strobus,1,0.196300000000000000000000
"1147_1","1147_1st",Fagus grandifolia,8,1188.0000000000000000
"3397_1","3397_1st",Tilia americana,6,240.500000000000000000000
Wetlandflipflopa_4,fraxinus_pennsylvanica_Wetlandflipflopa_4,Fraxinus pennsylvanica,3,55.2000000000000000000000
"1315_1","1315_1st",Quercus rubra,11,1313.82190171289
"1092_2","1092_2nd",Fagus grandifolia,3,132.4800000000000000000000
"1077_2","1077_2nd",Carya cordiformis,10,1104.00000000000000000000
"1304_1","1304_1st",Standing dead,8,594.00000000000000000000
"1077_2","1077_2nd",Fagus grandifolia,1,0.196300000000000000000000
"1394_2",liriodendron_tulipifera_1394_2,Liriodendron tulipifera,3,11.0400000000000000000000
Large-102_1,fagus_grandifolia_Large-102_1,Fagus grandifolia,5,122.700000000000000000000
"1082_3",liriodendron_tulipifera_1082_3,Liriodendron tulipifera,11,1824.66842913149
"1050_3",vitis_riparia_1050_3,Vitis riparia,3,209.7600000000000000000000
"3439_2",quercus_rubra_3439_2,Quercus rubra,6,240.500000000000000000000
"1318_2",rubus_pensilvanicus_1318_2,Rubus pensilvanicus,1,0.196300000000000000000000
"1028a_3",fagus_grandifolia_1028a_3,Fagus grandifolia,4,88.360000000000000000
"1289_1","1289_1st",Acer saccharum,6,1202.500000000000000000000
"1269_1","1269_1st",Tilia americana,6,240.500000000000000000000
"1240_2",liriodendron_tulipifera_1240_2,Liriodendron tulipifera,9,1660.00000000000000000000
"1195_1","1195_1st",Prunus serotina,4,44.1800000000000000000000
"1296_2",acer_saccharum_1296_2,Acer saccharum,2,4.8100000000000000000
Large-009_1,quercus_rubra_Large-009_1,Quercus rubra,5,122.700000000000000000000
"1159_1","1159_1st",Acer rubrum,10,1104.00000000000000000000
"3463_2",ostrya_virginiana_3463_2,Ostrya virginiana,5,122.700000000000000000000
"1018_2","1018_2nd",Ulmus americana,7,397.600000000000000000000
X-Large-40_1,standing_dead_X-Large-40_1,Standing dead,4,265.0800000000000000000000
"1241_1","1241_1st",Acer rubrum,5,245.400000000000000000000
Large-056_1,unknown_dicot1_Large-056_1,unknown dicot,1,0.196300000000000000000000
"1380_1","1380_1st",Liriodendron tulipifera,2,2.40500000000000000000000
"1045_2","1045_2nd",Standing dead,3,33.1200000000000000000000
"1256_2",standing_dead_1256_2,Standing dead,8,594.00000000000000000000
"1212_1","1212_1st",Acer rubrum,5,245.400000000000000000000
"1317a_2",standing_dead_1317a_2,Standing dead,4,132.5400000000000000000000
"1006_3",quercus_alba_1006_3,Quercus alba,11,7208.10160032296
"1076_1","1076_1st",Acer saccharum,11,2560.72002592267
"1149_1","1149_1st",Fagus grandifolia,2,19.24000000000000000000000
VIBI034_1,VIBI034_1st,Standing dead,0,0.196300000000000000000000
"1066_1","1066_1st",Acer saccharum,3,408.4800000000000000000000
"1275_3",lindera_benzoin_1275_3,Lindera benzoin,0,0.196300000000000000000000
"1366_2",standing_dead_1366_2,Standing dead,6,481.000000000000000000000
"1073_3",vitis_aestivalis_1073_3,Vitis aestivalis,2,4.81000000000000000000000
"1044_2","1044_2nd",Acer saccharum,7,795.20000000000000000
"1124_3",pinus_strobus_1124_3,Pinus strobus,10,2208.00000000000000000000
"1277_3",standing_dead_1277_3,Standing dead,7,1988.000000000000000000000
"3411_1","3411_1st",Standing dead,11,2524.96870152482
VIBI66_1,vitis_riparia_VIBI66_1,Vitis riparia,1,0.392600000000000000000000
"1198_2",quercus_bicolor_1198_2,Quercus bicolor,7,397.600000000000000000000
"1176_1","1176_1st",Magnolia acuminata,4,44.1800000000000000000000
VIBI69_1,standing_dead_VIBI69_1,Standing dead,5,490.800000000000000000000
"1171_1","1171_1st",Acer rubrum,4,44.1800000000000000000000
"1171_1","1171_1st",Vitis sp.,4,88.3600000000000000000000
"1257_1","1257_1st",Fagus grandifolia,11,5023.61085661256
"1240a_2",acer_saccharum_1240a_2,Acer saccharum,11,9365.02486849810
"3437_1","3437_1st",Acer saccharum,3,287.0400000000000000000000
"1102_1","1102_1st",Acer saccharum,4,1678.840000000000000000
VIBI87_1,tilia_americana_VIBI87_1,Tilia americana,3,11.0400000000000000000000
VIBI012_1,VIBI012_1st,Acer saccharum,2,19.24000000000000000000000
"1065_1","1065_1st",Fraxinus pennsylvanica,1,2.551900000000000000000000
VIBI58_1,tilia_americana_VIBI58_1,Tilia americana,1,0.196300000000000000000000
"2383_1",acer_saccharum_2383_1,Acer saccharum,3,66.240000000000000000
"1267_2",acer_saccharum_1267_2,Acer saccharum,5,122.700000000000000000000
"1221_2",fraxinus_pennsylvanica_1221_2,Fraxinus pennsylvanica,7,397.600000000000000000000
"1078_1","1078_1st",Acer saccharum,5,245.400000000000000000000
"1355_1","1355_1st",Tilia americana,11,1398.66846530471
X-Large-004_1,quercus_bicolor_X-Large-004_1,Quercus bicolor,6,481.000000000000000000000
"3418_2",acer_rubrum_3418_2,Acer rubrum,8,594.00000000000000000000
VIBI011_1,VIBI011_1st,Quercus alba,8,594.00000000000000000000
bonnie_park_vernal_1,nyssa_sylvatica_bonnie_park_vernal_1,Nyssa sylvatica,8,1188.00000000000000000000
"1189_2",acer_nigrum_1189_2,Acer nigrum,5,122.700000000000000000000
"3732_1","3732_1st",Acer rubrum,1,0.588900000000000000000000
"1220_3",vitis_riparia_1220_3,Vitis riparia,1,0.981500000000000000000000
"3392_3",carya_ovata_3392_3,Carya ovata,7,1192.800000000000000000000
"3392_1","3392_1st",Fraxinus sp.,5,122.700000000000000000000
"1082_2","1082_2nd",Rosa multiflora,1,0.196300000000000000000000
"1313_2",frangula_alnus_1313_2,Frangula alnus,3,11.0400000000000000000000
"1188_2",pyrus_sp.1_1188_2,Pyrus sp.,4,132.540000000000000000
Large-034_1,ligustrum_vulgare_Large-034_1,Ligustrum vulgare,3,11.0400000000000000000000
"1053_2","1053_2nd",Standing dead,1,0.785200000000000000000000
Large-071_1,acer_negundo_Large-071_1,Acer negundo,4,44.1800000000000000000000
"3395_2",ulmus_rubra_3395_2,Ulmus rubra,5,122.700000000000000000000
"1103_2",carya_ovata_1103_2,Carya ovata,9,830.00000000000000000000
"3420_1","3420_1st",Acer rubrum,7,397.600000000000000000000
"3417_1","3417_1st",Carpinus caroliniana,2,16.83500000000000000000000
"1012_2","1012_2nd",Ostrya virginiana,5,122.700000000000000000000
"1094_1","1094_1st",Platanus occidentalis,11,1862.72097014809
"1039_1","1039_1st",Juglans nigra,11,4254.06988213411
"1253_1","1253_1st",Fagus grandifolia,3,33.1200000000000000000000
"1015_1","1015_1st",Sassafras albidum,10,1104.00000000000000000000
"1297_2",ulmus_rubra_1297_2,Ulmus rubra,7,397.600000000000000000000
"1312_2",acer_rubrum_1312_2,Acer rubrum,6,1443.000000000000000000000
"3668_3",acer_rubrum_3668_3,Acer rubrum,3,77.2800000000000000000000
"3483_1","3483_1st",Fraxinus sp.,11,20732.52445633923
"1241_2",standing_dead_1241_2,Standing dead,4,220.9000000000000000000000
"1166_1","1166_1st",Acer negundo,7,1192.800000000000000000000
"1114_2",acer_saccharinum_1114_2,Acer saccharinum,9,830.00000000000000000000
"1328_2",acer_rubrum_1328_2,Acer rubrum,5,245.400000000000000000000
"1067_1","1067_1st",Quercus rubra,10,1104.00000000000000000000
VIBI68_1,ulmus_americana_VIBI68_1,Ulmus americana,5,122.700000000000000000000
"1094_1","1094_1st",Tilia americana,6,481.000000000000000000000
"1161_2",standing_dead_1161_2,Standing dead,11,1669.13603083389
"1226_2",standing_dead_1226_2,Standing dead,4,220.9000000000000000000000
"1198_1","1198_1st",Quercus palustris,2,2.40500000000000000000000
"1240_1","1240_1st",Amelanchier sp.,3,11.0400000000000000000000
"1262_1","1262_1st",Acer saccharum,6,481.00000000000000000
VIBI55_1,prunus_serotina_VIBI55_1,Prunus serotina,2,16.83500000000000000000000
X-Large-004_1,pyrus_sp.1_X-Large-004_1,Pyrus sp.,2,9.62000000000000000000000
"1341_2",ulmus_americana_1341_2,Ulmus americana,7,397.600000000000000000000
"1394_1","1394_1st",Fagus grandifolia,5,245.400000000000000000000
"1126_2",prunus_serotina_1126_2,Prunus serotina,5,122.700000000000000000000
"1384_2",acer_negundo_1384_2,Acer negundo,4,44.1800000000000000000000
,,Liriodendron tulipifera,4,44.1800000000000000000000
"1198_3",acer_rubrum_1198_3,Acer rubrum,5,736.200000000000000000000
"1073_2","1073_2nd",Rubus occidentalis,1,0.196300000000000000000000
Large-008_1,fraxinus_pennsylvanica_Large-008_1,Fraxinus pennsylvanica,7,397.600000000000000000000
"1339_1","1339_1st",Lindera benzoin,0,26.30420000000000000000
"3435_3",toxicodendron_radicans_3435_3,Toxicodendron radicans,2,21.6450000000000000000
"1122_3",standing_dead_1122_3,Standing dead,3,11.0400000000000000000000
"4235_12",liriodendron_tulipifera_4235_12,Liriodendron tulipifera,11,8127.40229659804
"1166_3",ulmus_americana_1166_3,Ulmus americana,9,830.00000000000000000000
"3364_1","3364_1st",Acer rubrum,11,2290.22104446696
"1069_2","1069_2nd",Rubus occidentalis,1,0.39260000000000000000
"1194_3",parthenocissus_quinquefolia_1194_3,Parthenocissus quinquefolia,2,4.8100000000000000000
WC Woodlot 2023 A_1,quercus_alba_WC Woodlot 2023 A_1,Quercus alba,13,1633.12552504212
Large-075_1,crataegus_sp.1_Large-075_1,Crataegus sp.,0,0.196300000000000000000000
"1349_1","1349_1st",Acer rubrum,4,176.7200000000000000000000
"3433_1","3433_1st",Standing dead,1,1.177800000000000000000000
"1388_2","1388_2nd",Prunus serotina,5,245.400000000000000000000
"1083_1","1083_1st",Acer saccharum,5,490.800000000000000000000
"3372_2",quercus_alba_3372_2,Quercus alba,2,4.8100000000000000000
"1237_1","1237_1st",Fagus grandifolia,3,187.680000000000000000
"1232_3",cornus_alternifolia_1232_3,Cornus alternifolia,3,22.0800000000000000000000
"1090_3",standing_dead_1090_3,Standing dead,9,830.00000000000000000000
"1226_1","1226_1st",Fraxinus pennsylvanica,4,88.3600000000000000000000
VIBI035_1,VIBI035_1st,Lindera benzoin,0,5.300100000000000000000000
"1173_3",juglans_nigra_1173_3,Juglans nigra,9,2490.0000000000000000
"1254_3",lonicera_morrowii_1254_3,Lonicera morrowii,0,0.196300000000000000000000
"1304_2",acer_saccharum_1304_2,Acer saccharum,5,122.700000000000000000000
"1210_2",prunus_serotina_1210_2,Prunus serotina,8,594.00000000000000000000
"1149_1","1149_1st",Fagus grandifolia,5,245.40000000000000000
Large-040_1,crataegus_sp.1_Large-040_1,Crataegus sp.,3,22.080000000000000000
VIBI044_1,VIBI044_1st,Prunus serotina,4,44.1800000000000000000000
"1073_1","1073_1st",Salix discolor,5,122.700000000000000000000
"3422_1","3422_1st",Prunus cerasus,5,122.700000000000000000000
Large-117_1,amorpha_fruticosa_Large-117_1,Amorpha fruticosa,2,57.72000000000000000000000
,,Carya tomentosa,4,44.1800000000000000000000
"1208_3",acer_platanoides_1208_3,Acer platanoides,6,481.000000000000000000000
"1051_3",standing_dead_1051_3,Standing dead,2,12.02500000000000000000000
"1061_2","1061_2nd",Acer rubrum,9,2490.00000000000000000000
"1261_2",fagus_grandifolia_1261_2,Fagus grandifolia,12,3477.93941706475
"1024_2","1024_2nd",Standing dead,2,12.02500000000000000000000
"1388_1","1388_1st",Ostrya virginiana,5,368.100000000000000000000
"1092_1","1092_1st",Carya ovata,10,1104.00000000000000000000
"1277_3",parthenocissus_quinquefolia_1277_3,Parthenocissus quinquefolia,1,1.963000000000000000000000
"1098_2","1098_2nd",Acer saccharum,4,88.3600000000000000000000
"1295_3",carya_cordiformis_1295_3,Carya cordiformis,7,397.600000000000000000000
"1310_2",acer_saccharum_1310_2,Acer saccharum,2,2.40500000000000000000000
"1200_2",acer_rubrum_1200_2,Acer rubrum,4,220.9000000000000000000000
X-Large-40_1,prunus_virginiana_X-Large-40_1,Prunus virginiana,3,99.360000000000000000
"1195_1","1195_1st",Standing dead,3,44.1600000000000000000000
"1314_1","1314_1st",Standing dead,4,176.7200000000000000000000
"3400_1","3400_1st",Acer saccharum,2,4.8100000000000000000
"1082_2","1082_2nd",Acer rubrum,5,245.40000000000000000
,,Crataegus punctata,4,132.5400000000000000000000
"1147_2",standing_dead_1147_2,Standing dead,9,830.00000000000000000000
"1201_1","1201_1st",Tilia americana,6,240.500000000000000000000
"3362_1","3362_1st",Vitis riparia,3,11.0400000000000000000000
"1386_1","1386_1st",Standing dead,1,0.196300000000000000000000
"1143_2",liriodendron_tulipifera_1143_2,Liriodendron tulipifera,12,13026.99878321014
"1099_2","1099_2nd",Acer saccharum,4,44.1800000000000000000000
VIBI86_1,standing_dead_VIBI86_1,Standing dead,3,44.1600000000000000000000
"1388_4",prunus_serotina_1388_4,Prunus serotina,8,594.00000000000000000000
"1200_2",prunus_serotina_1200_2,Prunus serotina,4,44.1800000000000000000000
"1330_1","1330_1st",Acer negundo,2,2.40500000000000000000000
Large-037_1,standing_dead_Large-037_1,Standing dead,2,9.62000000000000000000000
